batch_id,timestamp,source,category,sku,brand,title,price_pen,price_orig_pen,price_usd,price_date,discount_pct,rating,available_qty,url,available
20260725_181059,2026-07-25T18:52:16.173683+00:00,falabella_pe,CPU,155296748,INTEL,Procesador Core i5 3ra generación,89.9,129.9,26.4,2026-07-25,30.8,,True,https://www.falabella.com.pe/falabella-pe/product/155296748/procesador-intel-core-i5-3ra-generacion,True
20260725_181059,2026-07-25T18:52:16.173704+00:00,falabella_pe,CPU,153150616,INTEL,PROCESADOR I5 4TA GENERACION PARA LAPTOP,89.99,120.0,26.43,2026-07-25,25.0,,True,https://www.falabella.com.pe/falabella-pe/product/153150616/procesador-intel-i5-4ta-generacion-para-laptop,True
20260725_181059,2026-07-25T18:52:16.173718+00:00,falabella_pe,CPU,125168875,INTEL,Procesador Core i5-12400 250440GHz LGA1700,1068.0,,313.66,2026-07-25,,,True,https://www.falabella.com.pe/falabella-pe/product/125168875/Procesador-Intel-Core-i5-12400-250440GHz-LGA1700,True
20260725_181059,2026-07-25T18:52:16.173725+00:00,falabella_pe,CPU,125168881,INTEL,Procesador Core i5-12400 12va Generación LGA1700,1066.0,,313.07,2026-07-25,,,True,https://www.falabella.com.pe/falabella-pe/product/125168881/Procesador-Intel-Core-i5-12400-12va-Generacion-LGA1700,True
20260725_181059,2026-07-25T18:52:16.173731+00:00,falabella_pe,CPU,144187608,INTEL,PROCESADOR CORE I5 4460 CUARTA GENERACION,150.0,,44.05,2026-07-25,,,True,https://www.falabella.com.pe/falabella-pe/product/144187608/PROCESADOR-INTEL-CORE-I5-4460-CUARTA-GENERACION,True
20260725_181059,2026-07-25T18:52:16.173736+00:00,falabella_pe,CPU,155252764,INTEL,"Procesador Core i5-14400 2.50/4.70GHz, 20 MB Smart Caché, LGA1700, 65W/148W",1564.0,,459.32,2026-07-25,,,True,https://www.falabella.com.pe/falabella-pe/product/155252764/procesador-intel-core-i5-14400-2-50-4-70ghz-20-mb-intel-smart-cache-lga1700-65w-148w,True
20260725_181059,2026-07-25T18:52:16.173743+00:00,falabella_pe,CPU,129933454,INTEL,Procesador Core i5-14400F 250470GHz LGA1700,879.0,1011.0,258.15,2026-07-25,13.1,,True,https://www.falabella.com.pe/falabella-pe/product/129933454/Procesador-Intel-Core-i5-14400F-250470GHz-LGA1700,True
20260725_181059,2026-07-25T18:52:16.173771+00:00,falabella_pe,CPU,131614801,INTEL,"Procesador Core i5-14600KF , 24 MB Smart Caché, LGA1700",1222.0,1406.0,358.88,2026-07-25,13.1,,True,"https://www.falabella.com.pe/falabella-pe/product/131614801/Procesador-Intel-Core-i5-14600KF-,-24-MB-Intel-Smart-Cache,-LGA1700",True
20260725_181059,2026-07-25T18:52:16.173777+00:00,falabella_pe,CPU,133734241,INTEL,Procesador Core i5-14600KF 3 50 a 5 30GHz 24 MB LGA1700 125-181W,1791.0,,525.99,2026-07-25,,,True,https://www.falabella.com.pe/falabella-pe/product/133734241/Procesador-Intel-Core-i5-14600KF-3-50-a-5-30GHz-24-MB-LGA1700-125-181W,True
20260725_181059,2026-07-25T18:52:16.173782+00:00,falabella_pe,CPU,133734234,INTEL,Procesador Core i5-14600K 3 50 a 5 30GHz 24 MB LGA1700 125W-181W,1859.0,,545.96,2026-07-25,,,True,https://www.falabella.com.pe/falabella-pe/product/133734234/Procesador-Intel-Core-i5-14600K-3-50-a-5-30GHz-24-MB-LGA1700-125W-181W,True
20260725_181059,2026-07-25T18:52:16.173788+00:00,falabella_pe,CPU,154926209,INTEL,Procesador Core i5-12600 3.7GHz 4.9GHz Turbo 20MB LGA 1700,1329.0,1899.0,390.31,2026-07-25,30.0,,True,https://www.falabella.com.pe/falabella-pe/product/154926209/procesador-intel-core-i5-12600-3-7ghz-4-9ghz-turbo-20mb-lga-1700,True
20260725_181059,2026-07-25T18:52:16.173792+00:00,falabella_pe,CPU,152120292,INTEL,PROCESADOR CORE I5-9400 2.9 GHZ CACHE 9MB P-N BX80684I59400,866.67,,254.53,2026-07-25,,,True,https://www.falabella.com.pe/falabella-pe/product/152120292/procesador-intel-core-i5-9400-2-9-ghz-cache-9mb-p-n-bx80684i59400,True
20260725_181059,2026-07-25T18:52:16.173796+00:00,falabella_pe,CPU,136352964,INTEL,"Procesador Core i5-12400F, 2.50",1100.0,,323.05,2026-07-25,,,True,"https://www.falabella.com.pe/falabella-pe/product/136352964/Procesador-Intel-Core-i5-12400F,-2.50",True
