batch_id,scraped_at,source,item_id,category,title,price_pen,original_price,discount_pct,seller,brand,condition,sold_quantity,available_qty,rating,reviews_count,url,fingerprint
20260710_161529,2026-07-10T16:16:55.851123+00:00,falabella,561c2db0ab84,CPU,"Cpu procesador core i7 10700 2.9/4.8ghz 10ma g, discos ssd 500gb , ram 16",1300.59,1300.59,0.0,,,new,0,0,0.0,0,https://www.falabella.com.pe,edc68a68a09f54c65bff1c4d8c074d5e
20260710_161529,2026-07-10T16:16:55.860514+00:00,falabella,561c2db0ab84,CPU,"Cpu procesador core i7 10700 2.9/4.8ghz 10ma g, discos ssd 500gb , ram 16",1300.59,1300.59,0.0,,,new,0,0,0.0,0,https://www.falabella.com.pe,edc68a68a09f54c65bff1c4d8c074d5e
20260710_161529,2026-07-10T16:16:55.862514+00:00,falabella,561c2db0ab84,CPU,"Cpu procesador core i7 10700 2.9/4.8ghz 10ma g, discos ssd 500gb , ram 16",0.0,0.0,0.0,,,new,0,0,0.0,0,,d0d9a3ac40490947b2ce688344e66847
20260710_161529,2026-07-10T16:16:55.871417+00:00,falabella,d37b90001329,CPU,Cpu Ryzen Threadripper 9960X 24-Cores 100-100001595Wof Velocidad,0.0,0.0,0.0,,,new,0,0,0.0,0,,4e50bbbb91c83c2b28df92e26d18c517
20260710_161529,2026-07-10T16:16:59.863036+00:00,falabella,561c2db0ab84,CPU,"Cpu procesador core i7 10700 2.9/4.8ghz 10ma g, discos ssd 500gb , ram 16",1300.59,1300.59,0.0,,,new,0,0,0.0,0,https://www.falabella.com.pe,edc68a68a09f54c65bff1c4d8c074d5e
20260710_161529,2026-07-10T16:16:59.871555+00:00,falabella,561c2db0ab84,CPU,"Cpu procesador core i7 10700 2.9/4.8ghz 10ma g, discos ssd 500gb , ram 16",1300.59,1300.59,0.0,,,new,0,0,0.0,0,https://www.falabella.com.pe,edc68a68a09f54c65bff1c4d8c074d5e
20260710_161529,2026-07-10T16:16:59.872979+00:00,falabella,561c2db0ab84,CPU,"Cpu procesador core i7 10700 2.9/4.8ghz 10ma g, discos ssd 500gb , ram 16",0.0,0.0,0.0,,,new,0,0,0.0,0,,d0d9a3ac40490947b2ce688344e66847
20260710_161529,2026-07-10T16:16:59.882944+00:00,falabella,d37b90001329,CPU,Cpu Ryzen Threadripper 9960X 24-Cores 100-100001595Wof Velocidad,0.0,0.0,0.0,,,new,0,0,0.0,0,,4e50bbbb91c83c2b28df92e26d18c517
20260710_161529,2026-07-10T16:17:03.915784+00:00,falabella,561c2db0ab84,CPU,"Cpu procesador core i7 10700 2.9/4.8ghz 10ma g, discos ssd 500gb , ram 16",1300.59,1300.59,0.0,,,new,0,0,0.0,0,https://www.falabella.com.pe,edc68a68a09f54c65bff1c4d8c074d5e
20260710_161529,2026-07-10T16:17:03.924255+00:00,falabella,561c2db0ab84,CPU,"Cpu procesador core i7 10700 2.9/4.8ghz 10ma g, discos ssd 500gb , ram 16",1300.59,1300.59,0.0,,,new,0,0,0.0,0,https://www.falabella.com.pe,edc68a68a09f54c65bff1c4d8c074d5e
20260710_161529,2026-07-10T16:17:03.925649+00:00,falabella,561c2db0ab84,CPU,"Cpu procesador core i7 10700 2.9/4.8ghz 10ma g, discos ssd 500gb , ram 16",0.0,0.0,0.0,,,new,0,0,0.0,0,,d0d9a3ac40490947b2ce688344e66847
