batch_id,timestamp,source,category,sku,title,price_pen,price_usd,price_date,rating,reviews,url,shipping_usd,total_usd
20260722_125111,2026-07-22T18:03:21.181933+00:00,aliexpress,CPU,3256809976564341,15th generation CPU Intel Core Ultra 9 285K Z890 main board RTX40 series 4080S/4090D graphics card,25025.19,7366.85,2026-07-22,0.0,0,,0.0,7366.85
20260722_125111,2026-07-22T18:03:21.181933+00:00,aliexpress,CPU,3256809512387005,"Vision Elite(Tower) Gaming Desktop,Intel Ultra9 285K , RTX 5090, DDR5 6000",8968.9,2640.24,2026-07-22,0.0,0,,0.0,2640.24
20260722_125111,2026-07-22T18:03:21.181933+00:00,aliexpress,CPU,3256809512421917,"Vision Elite(Tower) Gaming Desktop,Intel Ultra9 285K , RTX 5090, DDR5 6000",11728.62,3452.64,2026-07-22,0.0,0,,0.0,3452.64
20260722_125111,2026-07-22T18:03:21.181933+00:00,aliexpress,CPU,3256810474122009,"New 15.6 "" Laptop Intel Core i9-9880H 32GB RAM 2TB SSD Ultra Slim Gaming Laptop 1920*1080 Windows 11 Office Study Home Use",1347.96,396.81,2026-07-22,4.9,0,,0.0,396.81
20260722_125111,2026-07-22T18:03:31.783361+00:00,aliexpress,CPU,3256808951638184,New AS-US TUF GAMING Z890-PLUS WIFI DDR5 5G Lan WIFI7 PCIe5.0  LGA 1851 CPU for 15th CPU Ultra 9/7/5 285K 265K 245K Processor,3716.96,1094.19,2026-07-22,0.0,0,,0.0,1094.19
20260722_125111,2026-07-22T18:03:31.783361+00:00,aliexpress,CPU,3256808585753064,"i5 14400F Intel New Core I5-14400F CPU processor LGA 1700 , but without cooler",789.12,232.3,2026-07-22,5.0,0,,0.0,232.3
20260722_125111,2026-07-22T18:03:31.783361+00:00,aliexpress,CPU,3256808368340703,Intel Xeon Gold 6138 Used 2.0GHz 27.5MB Smart Cache 20-Cores 40-Thread 125W LGA3647 CPU processor,35.09,10.33,2026-07-22,4.9,0,https://www.aliexpress.com/ssr/300000512/BundleDeals2?productIds=1005008554655455:12000045690151349&pha_manifest=ssr&_immersiveMode=true&disableNav=YES&sourceName=SEARCHProduct,0.0,10.33
20260722_125111,2026-07-22T18:03:31.783361+00:00,aliexpress,CPU,3256808193859180,"Intel Core i5 14600KF I5-14600KF New CPU processor LGA 1700 , but without cooler",910.4,268.0,2026-07-22,4.8,0,,0.0,268.0
20260722_125111,2026-07-22T18:03:31.783361+00:00,aliexpress,CPU,3256806810799993,Intel Core i5 i5 14600KF (14th gen) 3.5GHz 14-Core 20-Thread CPU L3=24M 125W LGA 1700 New but without Cooler,1356.32,399.27,2026-07-22,4.7,0,,0.0,399.27
20260722_125111,2026-07-22T18:03:31.783361+00:00,aliexpress,CPU,3256808301230259,Intel Core i5 14400F 2.5GHz 10-Core 16-Thread CPU Processor 65W LGA 1700 No cooler,774.58,228.02,2026-07-22,5.0,0,,0.0,228.02
20260722_125111,2026-07-22T18:03:31.783361+00:00,aliexpress,CPU,3256807939905603,Intel Core i5 14600KF New (14th gen) 3.5GHz 14-Core 20-Thread CPU L3=24M 125W LGA 1700 but without Cooler,1231.34,362.48,2026-07-22,3.8,0,,0.0,362.48
20260722_125111,2026-07-22T18:03:31.783361+00:00,aliexpress,CPU,3256807267893627,Intel Xeon E5 2699 V3 2.3Ghz 18-Core LGA 2011-3 cpu processor SR1XD,113.43,33.39,2026-07-22,4.9,0,,0.0,33.39
