batch_id,timestamp,source,category,sku,brand,title,price_pen,price_orig_pen,price_usd,price_date,discount_pct,rating,available_qty,url,available
20260717_115056,2026-07-17T17:12:18.463456+00:00,falabella_pe,CPU,129103652,INTEL,PROCESADOR CORE i3-12100,750.0,780.0,221.15,2026-07-17,3.8,,True,https://www.falabella.com.pe/falabella-pe/product/129103652/PROCESADOR-INTEL-CORE-i3-12100,True
20260717_115056,2026-07-17T17:12:18.463474+00:00,falabella_pe,CPU,129088610,INTEL,Procesador gamer Core i3-10100 BX8070110100 de 4 núcleos y 4.3GHz,550.0,,162.18,2026-07-17,,,True,https://www.falabella.com.pe/falabella-pe/product/129088610/Procesador-gamer-Intel-Core-i3-10100-BX8070110100-de-4-nucleos-y-4.3GHz,True
20260717_115056,2026-07-17T17:12:18.463486+00:00,falabella_pe,CPU,155296748,INTEL,Procesador Core i5 3ra generación,93.9,129.9,27.69,2026-07-17,27.7,,True,https://www.falabella.com.pe/falabella-pe/product/155296748/procesador-intel-core-i5-3ra-generacion,True
20260717_115056,2026-07-17T17:12:18.463493+00:00,falabella_pe,CPU,151512444,INTEL,"Procesador Core I5-12500, 3.00-4.60Ghz, 18Mb Caché, Lga1700, Eficiente Y Potente Par",1099.0,1839.0,324.06,2026-07-17,40.2,,True,https://www.falabella.com.pe/falabella-pe/product/151512444/procesador-intel-core-i5-12500-300-460ghz-18mb-cache-lga1700-eficiente-y-potente-par,True
20260717_115056,2026-07-17T17:12:18.463497+00:00,falabella_pe,CPU,154799176,INTEL,Procesador Core i5-12400 2.504.40GHz 18MB SmartCaché 117W,1309.0,2189.0,385.99,2026-07-17,40.2,,True,https://www.falabella.com.pe/falabella-pe/product/154799176/procesador-intel-core-i5-12400-2-504-40ghz-18mb-smartcache-117w,True
20260717_115056,2026-07-17T17:12:18.463501+00:00,falabella_pe,CPU,153150616,INTEL,PROCESADOR I5 4TA GENERACION PARA LAPTOP,89.99,120.0,26.54,2026-07-17,25.0,,True,https://www.falabella.com.pe/falabella-pe/product/153150616/procesador-intel-i5-4ta-generacion-para-laptop,True
20260717_115056,2026-07-17T17:12:18.463505+00:00,falabella_pe,CPU,155731742,INTEL,Procesador Core I5 12400 2.5Ghz 18Mb Lga 1700,1119.0,1570.0,329.96,2026-07-17,28.7,,True,https://www.falabella.com.pe/falabella-pe/product/155731742/procesador-intel-core-i5-12400-2-5ghz-18mb-lga-1700,True
20260717_115056,2026-07-17T17:12:18.463510+00:00,falabella_pe,CPU,154488994,INTEL,"Procesador Core I5-14400 Quad-Core 2.50Ghz, 4.70Ghz Turbo, Socket Lga-1700, 8 Hilos",1219.0,2039.0,359.45,2026-07-17,40.2,,True,https://www.falabella.com.pe/falabella-pe/product/154488994/procesador-intel-core-i5-14400-quad-core-2-50ghz-4-70ghz-turbo-socket-lga-1700-8-hilos,True
20260717_115056,2026-07-17T17:12:18.463514+00:00,falabella_pe,CPU,141104309,INTEL,Procesador Core i5-12400 2.5GHz 4.4GHz Turbo 18MB LGA 1700,1289.0,1839.0,380.09,2026-07-17,29.9,,True,https://www.falabella.com.pe/falabella-pe/product/141104309/Procesador-Intel-Core-I5-12400-2.50GHZ-4.40GHZ-18MB-LGA-1700,True
20260717_115056,2026-07-17T17:12:18.463518+00:00,falabella_pe,CPU,125168875,INTEL,Procesador Core i5-12400 250440GHz LGA1700,1068.0,,314.92,2026-07-17,,,True,https://www.falabella.com.pe/falabella-pe/product/125168875/Procesador-Intel-Core-i5-12400-250440GHz-LGA1700,True
20260717_115056,2026-07-17T17:12:18.463521+00:00,falabella_pe,CPU,154799178,INTEL,Procesador Core I5-14400 20Mb Smart Cache 4.70 Ghz Socket Lga1700,1529.0,2549.0,450.86,2026-07-17,40.0,,True,https://www.falabella.com.pe/falabella-pe/product/154799178/procesador-intel-core-i5-14400-20mb-smart-cache-4-70-ghz-socket-lga1700,True
20260717_115056,2026-07-17T17:12:18.463524+00:00,falabella_pe,CPU,125168881,INTEL,Procesador Core i5-12400 12va Generación LGA1700,1066.0,,314.33,2026-07-17,,,True,https://www.falabella.com.pe/falabella-pe/product/125168881/Procesador-Intel-Core-i5-12400-12va-Generacion-LGA1700,True
20260717_115056,2026-07-17T17:12:18.463527+00:00,falabella_pe,CPU,155252764,INTEL,"Procesador Core i5-14400 2.50/4.70GHz, 20 MB Smart Caché, LGA1700, 65W/148W",1426.0,1584.0,420.49,2026-07-17,10.0,,True,https://www.falabella.com.pe/falabella-pe/product/155252764/procesador-intel-core-i5-14400-2-50-4-70ghz-20-mb-intel-smart-cache-lga1700-65w-148w,True
20260717_115056,2026-07-17T17:12:18.463530+00:00,falabella_pe,CPU,133734241,INTEL,Procesador Core i5-14600KF 3 50 a 5 30GHz 24 MB LGA1700 125-181W,1251.0,1787.0,368.89,2026-07-17,30.0,,True,https://www.falabella.com.pe/falabella-pe/product/133734241/Procesador-Intel-Core-i5-14600KF-3-50-a-5-30GHz-24-MB-LGA1700-125-181W,True
