batch_id,timestamp,source,category,sku,brand,title,price_pen,price_orig_pen,price_usd,price_date,discount_pct,rating,available_qty,url,available
20260722_170051,2026-07-22T17:29:20.488652+00:00,falabella_pe,CPU,155296748,INTEL,Procesador Core i5 3ra generación,89.9,129.9,26.46,2026-07-22,30.8,,True,https://www.falabella.com.pe/falabella-pe/product/155296748/procesador-intel-core-i5-3ra-generacion,True
20260722_170051,2026-07-22T17:29:20.488681+00:00,falabella_pe,CPU,153150616,INTEL,PROCESADOR I5 4TA GENERACION PARA LAPTOP,89.99,120.0,26.49,2026-07-22,25.0,,True,https://www.falabella.com.pe/falabella-pe/product/153150616/procesador-intel-i5-4ta-generacion-para-laptop,True
20260722_170051,2026-07-22T17:29:20.488699+00:00,falabella_pe,CPU,125168875,INTEL,Procesador Core i5-12400 250440GHz LGA1700,1068.0,,314.4,2026-07-22,,,True,https://www.falabella.com.pe/falabella-pe/product/125168875/Procesador-Intel-Core-i5-12400-250440GHz-LGA1700,True
20260722_170051,2026-07-22T17:29:20.488710+00:00,falabella_pe,CPU,131614801,INTEL,"Procesador Core i5-14600KF , 24 MB Smart Caché, LGA1700",1222.0,1406.0,359.73,2026-07-22,13.1,,True,"https://www.falabella.com.pe/falabella-pe/product/131614801/Procesador-Intel-Core-i5-14600KF-,-24-MB-Intel-Smart-Cache,-LGA1700",True
20260722_170051,2026-07-22T17:29:20.488717+00:00,falabella_pe,CPU,125168881,INTEL,Procesador Core i5-12400 12va Generación LGA1700,1066.0,,313.81,2026-07-22,,,True,https://www.falabella.com.pe/falabella-pe/product/125168881/Procesador-Intel-Core-i5-12400-12va-Generacion-LGA1700,True
20260722_170051,2026-07-22T17:29:20.488725+00:00,falabella_pe,CPU,155252764,INTEL,"Procesador Core i5-14400 2.50/4.70GHz, 20 MB Smart Caché, LGA1700, 65W/148W",1091.0,2182.0,321.17,2026-07-22,50.0,,True,https://www.falabella.com.pe/falabella-pe/product/155252764/procesador-intel-core-i5-14400-2-50-4-70ghz-20-mb-intel-smart-cache-lga1700-65w-148w,True
20260722_170051,2026-07-22T17:29:20.488733+00:00,falabella_pe,CPU,129933454,INTEL,Procesador Core i5-14400F 250470GHz LGA1700,879.0,1011.0,258.76,2026-07-22,13.1,,True,https://www.falabella.com.pe/falabella-pe/product/129933454/Procesador-Intel-Core-i5-14400F-250470GHz-LGA1700,True
20260722_170051,2026-07-22T17:29:20.488742+00:00,falabella_pe,CPU,133734241,INTEL,Procesador Core i5-14600KF 3 50 a 5 30GHz 24 MB LGA1700 125-181W,1251.0,1787.0,368.27,2026-07-22,30.0,,True,https://www.falabella.com.pe/falabella-pe/product/133734241/Procesador-Intel-Core-i5-14600KF-3-50-a-5-30GHz-24-MB-LGA1700-125-181W,True
20260722_170051,2026-07-22T17:29:20.488750+00:00,falabella_pe,CPU,121382398,INTEL,Procesador Core i5-12400F 250440GHz LGA1700,735.0,845.0,216.37,2026-07-22,13.0,,True,https://www.falabella.com.pe/falabella-pe/product/121382398/Procesador-Intel-Core-i5-12400F-250440GHz-LGA1700,True
20260722_170051,2026-07-22T17:29:20.488758+00:00,falabella_pe,CPU,154926209,INTEL,Procesador Core i5-12600 3.7GHz 4.9GHz Turbo 20MB LGA 1700,1329.0,1899.0,391.23,2026-07-22,30.0,,True,https://www.falabella.com.pe/falabella-pe/product/154926209/procesador-intel-core-i5-12600-3-7ghz-4-9ghz-turbo-20mb-lga-1700,True
