batch_id,timestamp,source,category,sku,title,price_pen,price_usd,price_date,rating,reviews,url,shipping_usd,total_usd
20260725_073544,2026-07-25T07:50:25.971267+00:00,amazon_usa,CPU,B0DFKC99VL,Intel Core™ Ultra 9 Processor 285K 24 cores (8 P-cores + 16 E-cores) up to 5.7 GHz,453.78,133.33,2026-07-25,4.7,757,https://www.amazon.com/Intel-Core-Ultra-Processor-285K/dp/B0DFKC99VL,0.0,133.33
20260725_073544,2026-07-25T07:50:25.971267+00:00,amazon_usa,CPU,B0G1YLJ3S7,Micro Center CPU Motherboard Combo - Ultra 9 285K 24-Cores LGA 1851 Desktop Processor Bundle with Tuf Gaming Z890-Plus WiFi Motherboard,805.11,236.56,2026-07-25,5.0,1,https://www.amazon.com/Micro-Center-CPU-Motherboard-Combo/dp/B0G1YLJ3S7,0.0,236.56
20260725_073544,2026-07-25T07:50:25.971267+00:00,amazon_usa,CPU,B0GMLJCBBM,Intel Core™ Ultra 7 Processor 270K Plus 24 cores (8 P-cores + 16 E-cores) up to 5.5 GHz,279.93,82.25,2026-07-25,4.7,177,https://www.amazon.com/Intel%C2%AE-CoreTM-Processor-270K-P-cores/dp/B0GMLJCBBM,0.0,82.25
20260725_073544,2026-07-25T07:50:25.971267+00:00,amazon_usa,CPU,B0DT7JDLDH,"Intel Core™ Ultra 9 Desktop Processor 285 24 cores (8 P-cores + 16 E-cores) up to 5.6 GHz | 24 Cores and 24 Threads, Up to 5.6 Ghz Turbo, 36 MB Intel Smart Cache, FCLGA1851 Socket, Ddr5-6400, 65W Base",530.62,155.91,2026-07-25,4.5,61,https://www.amazon.com/Intel%C2%AE-CoreTM-Desktop-Processor-P-cores/dp/B0DT7JDLDH,0.0,155.91
20260725_073544,2026-07-25T07:50:25.971267+00:00,amazon_usa,CPU,B0DTRK5WK3,Intel Core™ Ultra 9 Desktop Processor 285 24 Cores (8 P-cores + 16 E-cores) up to 5.6 GHz,590.25,173.43,2026-07-25,4.5,20,https://www.amazon.com/Intel%C2%AE-CoreTM-Desktop-Processor-P-cores/dp/B0DTRK5WK3,18.0,191.43
20260725_073544,2026-07-25T07:50:25.971267+00:00,amazon_usa,CPU,B0DFK2WHF8,Intel Core Ultra 7 Desktop Processor 265KF - 20 cores (8 P-cores + 12 E-cores) up to 5.5 GHz,266.25,78.23,2026-07-25,4.7,520,https://www.amazon.com/Intel-Core-Ultra-Processor-265KF/dp/B0DFK2WHF8,0.0,78.23
20260725_073544,2026-07-25T07:50:25.971267+00:00,amazon_usa,CPU,B0DT7CW7VR,Intel Core™ Ultra 5 Desktop Processor 225F 10 cores (6 P-cores + 4 E-cores) up to 4.9 GHz,144.54,42.47,2026-07-25,4.5,84,https://www.amazon.com/Intel%C2%AE-CoreTM-Desktop-Processor-P-cores/dp/B0DT7CW7VR,0.0,42.47
20260725_073544,2026-07-25T07:50:25.971267+00:00,amazon_usa,CPU,B0DT7FY7P3,"Intel Core™ Ultra 7 Desktop Processor 265 20 cores (8 P-cores + 12 E-cores) up to 5.3 GHz | 20 Threads, 30 MB L3, LGA1851, Ddr5-6400 Support, 65W Base Power",340.14,99.94,2026-07-25,4.7,18,https://www.amazon.com/Intel%C2%AE-CoreTM-Desktop-Processor-P-cores/dp/B0DT7FY7P3,0.0,99.94
20260725_073544,2026-07-25T07:50:25.971267+00:00,amazon_usa,CPU,B0CHBJGFBC,Intel Core™ i9-14900K Desktop Processor 24 cores (8 P-cores + 16 E-cores) up to 6.0 GHz,438.87,128.95,2026-07-25,4.2,974,https://www.amazon.com/Intel-i9-14900K-Raptor-LGA1700-Processor/dp/B0CHBJGFBC,0.0,128.95
20260725_073544,2026-07-25T07:50:25.971267+00:00,amazon_usa,CPU,B0DT7BPC5Q,Intel Core™ Ultra 7 Desktop Processor 265F 20 cores (8 P-cores + 12 E-cores) up to 5.3 GHz,283.61,83.33,2026-07-25,4.2,16,https://www.amazon.com/Intel%C2%AE-CoreTM-Desktop-Processor-P-cores/dp/B0DT7BPC5Q,0.0,83.33
20260725_073544,2026-07-25T07:50:25.971267+00:00,amazon_usa,CPU,B086MG1C7D,Intel Core i9-10900KF Desktop Processor 10 Cores up to 5.3 GHz Unlocked Without Processor Graphics LGA1200 (Intel 400 Series chipset) 125W,401.64,118.01,2026-07-25,4.8,482,https://www.amazon.com/Intel-i9-10900KF-Processor-Unlocked-Graphics/dp/B086MG1C7D,0.0,118.01
20260725_073544,2026-07-25T07:50:25.971267+00:00,amazon_usa,CPU,B086MHTK5C,Intel Core i9-10900F Desktop Processor 10 Cores up to 5.2 GHz Without Processor Graphics LGA 1200 (Intel 400 Series chipset) 65W,491.14,144.31,2026-07-25,4.7,382,https://www.amazon.com/Intel-i9-10900F-Desktop-Processor-Graphics/dp/B086MHTK5C,0.0,144.31
20260725_073544,2026-07-25T07:50:25.971267+00:00,amazon_usa,CPU,B08DHRG2X9,Intel Core™ i9-10850K Desktop Processor 10 Cores up to 5.2 GHz Unlocked LGA1200 (Intel® 400 Series chipset) 125W,329.35,96.77,2026-07-25,4.8,1600,https://www.amazon.com/Intel-i9-10850K-Desktop-Processor-Unlocked/dp/B08DHRG2X9,0.0,96.77
20260725_073544,2026-07-25T07:50:25.971267+00:00,amazon_usa,CPU,B0CQ2ZKDKB,Intel Core™ i9 Desktop Processor 14900 24 Cores (8 P-cores and 16 E-cores) up to 5.8 GHz,579.12,170.16,2026-07-25,4.9,28,https://www.amazon.com/Intel%C2%AE-CoreTM-Desktop-Processor-P-cores/dp/B0CQ2ZKDKB,0.0,170.16
20260725_073544,2026-07-25T07:50:25.971267+00:00,amazon_usa,CPU,B09GYLB4J6,"Intel Core™ i9-12900K, 16-Core (8P+8E) Desktop Processor up to 5.2GHz, LGA1700, 125W 600 Series Chipset",393.36,115.58,2026-07-25,4.7,643,https://www.amazon.com/Intel-i9-12900K-Alder-16-Core-Processor-BX8071512900K/dp/B09GYLB4J6,0.0,115.58
20260725_073544,2026-07-25T07:50:25.971267+00:00,amazon_usa,CPU,B0DX7CY3GR,"Intel Ultra 9 Desktop Processor 285K - 24 cores (8P+16E) & ASUS ROG Maximus Z890 Hero ATX Motherboard, Advanced AI PC-Ready, DDR5, WiFi 7, 3X M.2, AI OC/Cooling/Networking Bundle",859.09,252.42,2026-07-25,0.0,0,https://www.amazon.com/Intel-Ultra-Desktop-Processor-285K/dp/B0DX7CY3GR,18.0,270.42
20260725_073544,2026-07-25T07:50:25.971267+00:00,amazon_usa,CPU,B0G1YP5FPS,Micro Center CPU Motherboard Combo - Ultra 9 285K 24-Cores LGA 1851 Desktop Processor Bundle with MAG Z890 Tomahawk WiFi Gaming Motherboard,795.95,233.87,2026-07-25,5.0,2,https://www.amazon.com/Micro-Center-CPU-Motherboard-Combo/dp/B0G1YP5FPS,0.0,233.87
20260725_073544,2026-07-25T07:50:25.971267+00:00,amazon_usa,CPU,B0DMXB5DVP,"Intel Core Ultra 9 285K Arrow Lake 24-Core (8P+16E), LGA 1851, 125W Unlocked Desktop Processor for Z890 Motherboard BX80768285K Plus Mavark Pen Light (Intel Core Ultra 9)",666.96,195.97,2026-07-25,4.7,10,https://www.amazon.com/285K-Processor-Motherboard-BX80768285K-Mavark/dp/B0DMXB5DVP,0.0,195.97
20260725_073544,2026-07-25T07:50:25.971267+00:00,amazon_usa,CPU,B0GTYVXWTC,"HP OMEN 45L Gaming 5090 Desktop PC, Intel Core Ultra 9 285K, GeForce RTX 5090, 128GB DDR5, 4+4TB SSD, Support 4-Display 4K, Light Studio, HDMI, DP, Wi-Fi 6E, Win 11 Pro, AI-Ready Workstation Desktop",7043.74,2069.62,2026-07-25,0.0,0,https://www.amazon.com/Desktop-GeForce-4-Display-AI-Ready-Workstation/dp/B0GTYVXWTC,0.0,2069.62
20260725_073544,2026-07-25T07:50:25.971267+00:00,amazon_usa,CPU,B0H3LNNBNV,Microcenter 3-in-1 Bundle: Intel Core Ultra9 285K Desktop Processor Bundle with Msi MAG Z890 Tomahawk WiFi Motherboard and Klevv 32GB DDR5 Ram Memory,1111.04,326.45,2026-07-25,0.0,0,https://www.amazon.com/Microcenter-3-Bundle-Processor-Motherboard/dp/B0H3LNNBNV,18.0,344.45
20260725_073544,2026-07-25T07:50:25.971267+00:00,amazon_usa,CPU,B0H2Z9PLLL,"Intel Core Ultra 9 285K Desktop Processor, 24 Cores, 5.7 GHz Unlocked, 40MB Cache, Compatible with Intel 800 Series Motherboards",749.29,220.16,2026-07-25,0.0,0,https://www.amazon.com/285K-Processor-Unlocked-Compatible-Motherboards/dp/B0H2Z9PLLL,0.0,220.16
