batch_id,timestamp,source,category,sku,title,price_pen,price_usd,price_date,rating,reviews,url,shipping_usd,total_usd
20260715_073106,2026-07-15T07:48:27.805926+00:00,amazon_usa,CPU,B0DFKC99VL,"Boxed INTEL CORE Ultra 9 Processor 285K (36M Cache, UP to 5.70 GHZ) FCLGA18W",1700.44,499.0,2026-07-15,4.7,0,,18.0,517.0
20260715_073106,2026-07-15T07:48:27.805926+00:00,amazon_usa,CPU,B0G1YLJ3S7,Micro Center,2998.74,879.99,2026-07-15,5.0,0,,18.0,897.99
20260715_073106,2026-07-15T07:48:27.805926+00:00,amazon_usa,CPU,B0GMLJCBBM,Intel,1049.57,308.0,2026-07-15,4.7,0,,18.0,326.0
20260715_073106,2026-07-15T07:48:27.805926+00:00,amazon_usa,CPU,B0DT7CW7VR,Intel,557.74,163.67,2026-07-15,4.4,0,,18.0,181.67
20260715_073106,2026-07-15T07:48:27.805926+00:00,amazon_usa,CPU,B0DFK2WHF8,Intel,998.46,293.0,2026-07-15,4.7,0,,18.0,311.0
20260715_073106,2026-07-15T07:48:27.805926+00:00,amazon_usa,CPU,B0DFK2MH2D,Intel,1179.03,345.99,2026-07-15,4.8,0,,18.0,363.99
20260715_073106,2026-07-15T07:48:27.805926+00:00,amazon_usa,CPU,B0CHBJGFBC,Intel,1669.6,489.95,2026-07-15,4.3,0,,18.0,507.95
20260715_073106,2026-07-15T07:48:27.805926+00:00,amazon_usa,CPU,B0DT7BPC5Q,Intel,1076.83,316.0,2026-07-15,4.2,0,,18.0,334.0
20260715_073106,2026-07-15T07:48:27.805926+00:00,amazon_usa,CPU,B08X6KQSZ1,Intel,1530.06,449.0,2026-07-15,4.5,0,,18.0,467.0
20260715_073106,2026-07-15T07:48:27.805926+00:00,amazon_usa,CPU,B09FXFJW2F,Intel,687.57,201.77,2026-07-15,4.8,0,,18.0,219.77
20260715_073106,2026-07-15T07:48:27.805926+00:00,amazon_usa,CPU,B005404P9I,Intel,1523.24,447.0,2026-07-15,4.8,0,,18.0,465.0
20260715_073106,2026-07-15T07:48:27.805926+00:00,amazon_usa,CPU,B086MG1C7D,Intel,1495.98,439.0,2026-07-15,4.8,0,,18.0,457.0
20260715_073106,2026-07-15T07:48:27.805926+00:00,amazon_usa,CPU,B09MDG1K15,Intel,2372.51,696.22,2026-07-15,4.5,0,,18.0,714.22
20260715_073106,2026-07-15T07:48:27.805926+00:00,amazon_usa,CPU,B0DMXB5DVP,"Intel Core Ultra 9 285K Arrow Lake 24-Core (8P+16E), LGA 1851, 125W Unlocked Desktop Processor for Z890 Motherboard BX80768285K Plus Mavark Pen Light (Intel Core Ultra 9)",2484.21,729.0,2026-07-15,4.7,0,,18.0,747.0
20260715_073106,2026-07-15T07:48:27.805926+00:00,amazon_usa,CPU,B0G1YP5FPS,Micro Center,2981.7,874.99,2026-07-15,5.0,0,,18.0,892.99
20260715_073106,2026-07-15T07:48:27.805926+00:00,amazon_usa,CPU,B0DX7CY3GR,Intel,3179.35,932.99,2026-07-15,0.0,0,,18.0,950.99
20260715_073106,2026-07-15T07:48:27.805926+00:00,amazon_usa,CPU,B0F2GW3H68,Dell,8515.84,2499.0,2026-07-15,4.3,0,,18.0,2517.0
20260715_073106,2026-07-15T07:48:27.805926+00:00,amazon_usa,CPU,B0CGJDKLB8,Intel,1622.07,476.0,2026-07-15,4.2,0,,18.0,494.0
20260715_073106,2026-07-15T07:48:27.805926+00:00,amazon_usa,CPU,B0H2Z9PLLL,"Intel Core Ultra 9 285K Desktop Processor, 24 Cores, 5.7 GHz Unlocked, 40MB Cache, Compatible with Intel 800 Series Motherboards",2790.91,819.0,2026-07-15,0.0,0,,18.0,837.0
20260715_073106,2026-07-15T07:48:27.805926+00:00,amazon_usa,CPU,B0GWYB3SF5,"Alienware Aurora ACT1250 Gaming Desktop + Home Security Essential Anti-Virus (3-Year, 1-Device) Bundle - Intel Core Ultra 9 285K, NVIDIA GeForce RTX 5080 16GB GDDR7, 32GB DDR5, 2TB SSD, Liquid Cooled",10083.38,2959.0,2026-07-15,5.0,0,,18.0,2977.0
20260715_073106,2026-07-15T07:48:27.805926+00:00,amazon_usa,CPU,B0H3N8J7LD,Microcenter 3-in-1 Bundle: Intel Core Ultra9 285K Desktop Processor Bundle with ASUS Tuf Gaming Z890-Plus WiFi Motherboard and Klevv 32GB DDR5 Ram Memory,4169.59,1223.58,2026-07-15,0.0,0,,18.0,1241.58
20260715_073106,2026-07-15T07:48:31.749488+00:00,amazon_usa,CPU,B0F2GR9R92,Dell,7493.53,2199.0,2026-07-15,0.0,0,,18.0,2217.0
20260715_073106,2026-07-15T07:48:31.749488+00:00,amazon_usa,CPU,B0FCSSVM4N,Dell,11582.77,3399.0,2026-07-15,0.0,0,,18.0,3417.0
