batch_id,timestamp,source,category,sku,title,price_pen,price_usd,price_date,rating,reviews,url,shipping_usd,total_usd
20260716_073825,2026-07-16T07:55:45.894728+00:00,amazon_usa,CPU,B0DFKC99VL,"Boxed INTEL CORE Ultra 9 Processor 285K (36M Cache, UP to 5.70 GHZ) FCLGA18W",1695.35,499.0,2026-07-16,4.7,0,,0.0,499.0
20260716_073825,2026-07-16T07:55:45.894728+00:00,amazon_usa,CPU,B0G1YLJ3S7,Micro Center,2989.77,879.99,2026-07-16,5.0,0,,0.0,879.99
20260716_073825,2026-07-16T07:55:45.894728+00:00,amazon_usa,CPU,B0GMLJCBBM,Intel,1046.43,308.0,2026-07-16,4.7,0,,0.0,308.0
20260716_073825,2026-07-16T07:55:45.894728+00:00,amazon_usa,CPU,B0DT7CW7VR,Intel,558.35,164.34,2026-07-16,4.4,0,,0.0,164.34
20260716_073825,2026-07-16T07:55:45.894728+00:00,amazon_usa,CPU,B0DFK2WHF8,Intel,992.07,292.0,2026-07-16,4.7,0,,0.0,292.0
20260716_073825,2026-07-16T07:55:45.894728+00:00,amazon_usa,CPU,B0CGJDKLB8,Intel,1618.7,476.44,2026-07-16,4.2,0,,0.0,476.44
20260716_073825,2026-07-16T07:55:45.894728+00:00,amazon_usa,CPU,B0CHBJGFBC,Intel,1627.4,479.0,2026-07-16,4.2,0,,0.0,479.0
20260716_073825,2026-07-16T07:55:45.894728+00:00,amazon_usa,CPU,B0DT7BPC5Q,Intel,1073.61,316.0,2026-07-16,4.2,0,,0.0,316.0
20260716_073825,2026-07-16T07:55:45.894728+00:00,amazon_usa,CPU,B08X6KQSZ1,Intel,1525.48,449.0,2026-07-16,4.5,0,,0.0,449.0
20260716_073825,2026-07-16T07:55:45.894728+00:00,amazon_usa,CPU,B0CQ24VW72,Intel,2086.17,614.03,2026-07-16,4.5,0,,0.0,614.03
20260716_073825,2026-07-16T07:55:45.894728+00:00,amazon_usa,CPU,B086MG1C7D,Intel,1491.5,439.0,2026-07-16,4.8,0,,0.0,439.0
20260716_073825,2026-07-16T07:55:45.894728+00:00,amazon_usa,CPU,B07HHLX1R8,Intel,540.2,159.0,2026-07-16,4.8,0,,0.0,159.0
20260716_073825,2026-07-16T07:55:45.894728+00:00,amazon_usa,CPU,B07S4MSXJL,Intel,472.25,139.0,2026-07-16,4.6,0,,0.0,139.0
20260716_073825,2026-07-16T07:55:45.894728+00:00,amazon_usa,CPU,B0G1YP5FPS,Micro Center,2972.78,874.99,2026-07-16,5.0,0,,0.0,874.99
20260716_073825,2026-07-16T07:55:45.894728+00:00,amazon_usa,CPU,B0DX7CY3GR,Intel,3241.15,953.98,2026-07-16,0.0,0,,18.0,971.98
20260716_073825,2026-07-16T07:55:45.894728+00:00,amazon_usa,CPU,B0H2Z9PLLL,"Intel Core Ultra 9 285K Desktop Processor, 24 Cores, 5.7 GHz Unlocked, 40MB Cache, Compatible with Intel 800 Series Motherboards",2782.55,819.0,2026-07-16,0.0,0,,0.0,819.0
20260716_073825,2026-07-16T07:55:45.894728+00:00,amazon_usa,CPU,B0DTRK5WK3,Intel,2195.23,646.13,2026-07-16,4.5,0,,18.0,664.13
20260716_073825,2026-07-16T07:55:45.894728+00:00,amazon_usa,CPU,B0GWYB3SF5,"Alienware Aurora ACT1250 Gaming Desktop + Home Security Essential Anti-Virus (3-Year, 1-Device) Bundle - Intel Core Ultra 9 285K, NVIDIA GeForce RTX 5080 16GB GDDR7, 32GB DDR5, 2TB SSD, Liquid Cooled",10053.2,2959.0,2026-07-16,5.0,0,,0.0,2959.0
20260716_073825,2026-07-16T07:55:45.894728+00:00,amazon_usa,CPU,B0F2GR9R92,Dell,7471.1,2199.0,2026-07-16,0.0,0,,0.0,2199.0
20260716_073825,2026-07-16T07:55:45.894728+00:00,amazon_usa,CPU,B0DXTZWSLQ,CyberpowerPC,9512.97,2799.99,2026-07-16,5.0,0,,0.0,2799.99
20260716_073825,2026-07-16T07:55:49.938951+00:00,amazon_usa,CPU,B0H3N8J7LD,Microcenter 3-in-1 Bundle: Intel Core Ultra9 285K Desktop Processor Bundle with ASUS Tuf Gaming Z890-Plus WiFi Motherboard and Klevv 32GB DDR5 Ram Memory,4157.11,1223.58,2026-07-16,0.0,0,,18.0,1241.58
20260716_073825,2026-07-16T07:55:49.938951+00:00,amazon_usa,CPU,B0FCSSVM4N,Dell,11548.1,3399.0,2026-07-16,0.0,0,,0.0,3399.0
20260716_073825,2026-07-16T07:55:49.938951+00:00,amazon_usa,CPU,B0DX7CW6N9,Intel,3040.86,895.03,2026-07-16,3.0,0,,18.0,913.03
20260716_073825,2026-07-16T07:55:49.938951+00:00,amazon_usa,CPU,B0F2GVN3Y2,Dell,9169.85,2699.0,2026-07-16,3.0,0,,0.0,2699.0
20260716_073825,2026-07-16T07:55:49.938951+00:00,amazon_usa,CPU,B0FJXD993D,HP,6930.87,2039.99,2026-07-16,0.0,0,,0.0,2039.99
20260716_073825,2026-07-16T07:55:49.938951+00:00,amazon_usa,CPU,B0GS9H615J,Lenovo,9169.85,2699.0,2026-07-16,0.0,0,,0.0,2699.0
20260716_073825,2026-07-16T07:55:49.938951+00:00,amazon_usa,CPU,B0DT7FY7P3,Intel,1263.05,371.76,2026-07-16,4.7,0,,0.0,371.76
