batch_id,scraped_at,source,item_id,category,title,price_pen,original_price,discount_pct,seller,brand,condition,sold_quantity,available_qty,rating,reviews_count,url,fingerprint
20260710_151305,2026-07-10T15:14:06.693565+00:00,falabella,561c2db0ab84,CPU,"Cpu procesador core i7 10700 2.9/4.8ghz 10ma g, discos ssd 500gb , ram 16",2088.9,2088.9,0.0,,,new,0,0,0.0,0,https://www.falabella.com.pe,deb8c991aee98eaece17f9533724a27d
20260710_151305,2026-07-10T15:14:06.694993+00:00,falabella,561c2db0ab84,CPU,"Cpu procesador core i7 10700 2.9/4.8ghz 10ma g, discos ssd 500gb , ram 16",2088.9,2088.9,0.0,,,new,0,0,0.0,0,https://www.falabella.com.pe,deb8c991aee98eaece17f9533724a27d
20260710_151305,2026-07-10T15:14:06.696929+00:00,falabella,561c2db0ab84,CPU,"Cpu procesador core i7 10700 2.9/4.8ghz 10ma g, discos ssd 500gb , ram 16",0.0,0.0,0.0,,,new,0,0,0.0,0,,d0d9a3ac40490947b2ce688344e66847
20260710_151305,2026-07-10T15:14:06.712495+00:00,falabella,d37b90001329,CPU,Cpu Ryzen Threadripper 9960X 24-Cores 100-100001595Wof Velocidad,0.0,0.0,0.0,,,new,0,0,0.0,0,,4e50bbbb91c83c2b28df92e26d18c517
20260710_151305,2026-07-10T15:14:11.641083+00:00,falabella,561c2db0ab84,CPU,"Cpu procesador core i7 10700 2.9/4.8ghz 10ma g, discos ssd 500gb , ram 16",2088.9,2088.9,0.0,,,new,0,0,0.0,0,https://www.falabella.com.pe,deb8c991aee98eaece17f9533724a27d
20260710_151305,2026-07-10T15:14:11.643746+00:00,falabella,561c2db0ab84,CPU,"Cpu procesador core i7 10700 2.9/4.8ghz 10ma g, discos ssd 500gb , ram 16",2088.9,2088.9,0.0,,,new,0,0,0.0,0,https://www.falabella.com.pe,deb8c991aee98eaece17f9533724a27d
20260710_151305,2026-07-10T15:14:11.644483+00:00,falabella,561c2db0ab84,CPU,"Cpu procesador core i7 10700 2.9/4.8ghz 10ma g, discos ssd 500gb , ram 16",0.0,0.0,0.0,,,new,0,0,0.0,0,,d0d9a3ac40490947b2ce688344e66847
20260710_151305,2026-07-10T15:14:11.656930+00:00,falabella,d37b90001329,CPU,Cpu Ryzen Threadripper 9960X 24-Cores 100-100001595Wof Velocidad,0.0,0.0,0.0,,,new,0,0,0.0,0,,4e50bbbb91c83c2b28df92e26d18c517
20260710_151305,2026-07-10T15:14:15.818250+00:00,falabella,561c2db0ab84,CPU,"Cpu procesador core i7 10700 2.9/4.8ghz 10ma g, discos ssd 500gb , ram 16",2088.9,2088.9,0.0,,,new,0,0,0.0,0,https://www.falabella.com.pe,deb8c991aee98eaece17f9533724a27d
20260710_151305,2026-07-10T15:14:15.819610+00:00,falabella,561c2db0ab84,CPU,"Cpu procesador core i7 10700 2.9/4.8ghz 10ma g, discos ssd 500gb , ram 16",2088.9,2088.9,0.0,,,new,0,0,0.0,0,https://www.falabella.com.pe,deb8c991aee98eaece17f9533724a27d
