batch_id,timestamp,source,category,sku,title,price_pen,price_usd,price_date,rating,reviews,url,shipping_usd,total_usd
20260722_170051,2026-07-22T17:21:20.763511+00:00,amazon_usa,CPU,B0DFKC99VL,Intel,1664.36,489.95,2026-07-22,4.7,0,,0.0,489.95
20260722_170051,2026-07-22T17:21:20.763511+00:00,amazon_usa,CPU,B0G1YLJ3S7,Micro Center,2989.33,879.99,2026-07-22,5.0,0,,0.0,879.99
20260722_170051,2026-07-22T17:21:20.763511+00:00,amazon_usa,CPU,B0DMXB5DVP,"Intel Core Ultra 9 285K Arrow Lake 24-Core (8P+16E), LGA 1851, 125W Unlocked Desktop Processor for Z890 Motherboard BX80768285K Plus Mavark Pen Light (Intel Core Ultra 9)",2476.41,729.0,2026-07-22,4.7,0,,0.0,729.0
20260722_170051,2026-07-22T17:21:20.763511+00:00,amazon_usa,CPU,B0DT7FY7P3,Intel,1254.34,369.25,2026-07-22,4.7,0,,0.0,369.25
20260722_170051,2026-07-22T17:21:20.763511+00:00,amazon_usa,CPU,B0DFK2WHF8,Intel,988.53,291.0,2026-07-22,4.7,0,,0.0,291.0
20260722_170051,2026-07-22T17:21:20.763511+00:00,amazon_usa,CPU,B0CGJDBCTK,Intel,1538.09,452.78,2026-07-22,4.2,0,,0.0,452.78
20260722_170051,2026-07-22T17:21:20.763511+00:00,amazon_usa,CPU,B0DT7CW7VR,Intel,560.84,165.1,2026-07-22,4.4,0,,0.0,165.1
20260722_170051,2026-07-22T17:21:20.763511+00:00,amazon_usa,CPU,B0CHBJGFBC,Intel,1559.22,459.0,2026-07-22,4.2,0,,0.0,459.0
20260722_170051,2026-07-22T17:21:20.763511+00:00,amazon_usa,CPU,B09FXDLX95,Intel,1460.61,429.97,2026-07-22,4.6,0,,0.0,429.97
20260722_170051,2026-07-22T17:21:20.763511+00:00,amazon_usa,CPU,B09FWYK5M9,Intel,1168.53,343.99,2026-07-22,4.6,0,,0.0,343.99
20260722_170051,2026-07-22T17:21:20.763511+00:00,amazon_usa,CPU,B08X6PPTTH,Intel,1695.1,499.0,2026-07-22,4.6,0,,0.0,499.0
20260722_170051,2026-07-22T17:21:20.763511+00:00,amazon_usa,CPU,B08X6KQSZ1,Intel,1525.25,449.0,2026-07-22,4.5,0,,0.0,449.0
20260722_170051,2026-07-22T17:21:20.763511+00:00,amazon_usa,CPU,B0BCF54SR1,Intel,2021.76,595.16,2026-07-22,4.4,0,,0.0,595.16
20260722_170051,2026-07-22T17:21:20.763511+00:00,amazon_usa,CPU,B0CQ24VW72,Intel,2094.15,616.47,2026-07-22,4.5,0,,0.0,616.47
20260722_170051,2026-07-22T17:21:20.763511+00:00,amazon_usa,CPU,B07HHLX1R8,Intel,540.12,159.0,2026-07-22,4.8,0,,0.0,159.0
20260722_170051,2026-07-22T17:21:20.763511+00:00,amazon_usa,CPU,B07MRCGQQ4,Intel,675.83,198.95,2026-07-22,4.7,0,,18.0,216.95
