sku_local,source_local,title_local,model_key_local,price_local,category_local,sku_import,source_import,title_import,model_key_import,price_import,category_import,match_score,price_ratio,gap_usd,gap_pct,category
99638,hiraoka_pe,LENOVO,LENOVO,1030.03,laptops,B0D5NZ7N3P,amazon_usa,Lenovo,LENOVO,774.0,CPU,100.0,1.3307881136950903,256.03,33.07881136950904,laptops
149567278,falabella_pe,MONITOR G27Qi QHD 2K 27 IPS 180HZ 1Ms FreeSync Version 2026,180HZ,322.76,monitores,v1|176454841516|0,ebay_usa,"Z-EDGE UG27 1080P FHD 180Hz 1ms Curved Gaming Monitor, FreeSync, HDMI 2.0, DP1.4",180HZ,139.99,unknown,100.0,2.30559325666119,182.76999999999998,130.55932566611898,monitores
153995371,falabella_pe,Monitor Gaming 32 32G600A QHD Curvo 180Hz 1ms VA,180HZ,382.43,monitores,v1|206261773051|0,ebay_usa,ASUS ROG Strix XG27ACS 27in LCD Gaming Monitor 2560x1440 180Hz 1ms HDMI DP,180HZ,175.0,unknown,100.0,2.1853142857142855,207.43,118.53142857142858,monitores
153995373,falabella_pe,Monitor Gaming UltraGear OLED 27 27GX704A QHD 240Hz 0.03ms,240HZ,852.8,monitores,v1|127976408943|0,ebay_usa,ASUS ProArt 27 inch UHD 4K 240Hz OLED Professional Computer Monitor PA27UCDMR,240HZ,1299.99,unknown,100.0,0.656005046192663,-447.19000000000005,-34.399495380733704,monitores
149568249,falabella_pe,Monitor 24U411A-B 24 IPS FHD 1920 x 1080 120Hz 1ms MBR HDR10,120HZ,176.21,monitores,v1|267688232658|567492687923,ebay_usa,"32 Inch 2K Monitor 120Hz, 1440P IPS Computer Monitor, Frameless QHD PC Monitor f",120HZ,222.63,unknown,100.0,0.7914926110587073,-46.41999999999999,-20.850738894129268,monitores
149567286,falabella_pe,MONITOR G27Qi 180HZ 1MS 27 IPS FreeSync Version 2026,180HZ,322.76,monitores,v1|206261773051|0,ebay_usa,ASUS ROG Strix XG27ACS 27in LCD Gaming Monitor 2560x1440 180Hz 1ms HDMI DP,180HZ,175.0,unknown,100.0,1.844342857142857,147.76,84.4342857142857,monitores
149567286,falabella_pe,MONITOR G27Qi 180HZ 1MS 27 IPS FreeSync Version 2026,180HZ,322.76,monitores,v1|176454841516|0,ebay_usa,"Z-EDGE UG27 1080P FHD 180Hz 1ms Curved Gaming Monitor, FreeSync, HDMI 2.0, DP1.4",180HZ,139.99,unknown,100.0,2.30559325666119,182.76999999999998,130.55932566611898,monitores
149567286,falabella_pe,MONITOR G27Qi 180HZ 1MS 27 IPS FreeSync Version 2026,180HZ,322.76,monitores,v1|168120965009|0,ebay_usa,Acer Nitro 27 inch QHD 2K 1440P 180Hz IPS AMD FreeSync (AMD Adaptive Sync),180HZ,321.58,unknown,100.0,1.0036693824242802,1.1800000000000068,0.36693824242801387,monitores
149567286,falabella_pe,MONITOR G27Qi 180HZ 1MS 27 IPS FreeSync Version 2026,180HZ,322.76,monitores,v1|117317476039|0,ebay_usa,ASUS ROG Strix XG27ACS 27in LCD Gaming Monitor 2560x1440 180Hz 1ms HDMI DP,180HZ,175.0,unknown,100.0,1.844342857142857,147.76,84.4342857142857,monitores
149567284,falabella_pe,MONITOR 180HZ 1MS 27 2K IPS FreeSync Version 2026,180HZ,322.76,monitores,v1|206261773051|0,ebay_usa,ASUS ROG Strix XG27ACS 27in LCD Gaming Monitor 2560x1440 180Hz 1ms HDMI DP,180HZ,175.0,unknown,100.0,1.844342857142857,147.76,84.4342857142857,monitores
149567284,falabella_pe,MONITOR 180HZ 1MS 27 2K IPS FreeSync Version 2026,180HZ,322.76,monitores,v1|176454841516|0,ebay_usa,"Z-EDGE UG27 1080P FHD 180Hz 1ms Curved Gaming Monitor, FreeSync, HDMI 2.0, DP1.4",180HZ,139.99,unknown,100.0,2.30559325666119,182.76999999999998,130.55932566611898,monitores
149567284,falabella_pe,MONITOR 180HZ 1MS 27 2K IPS FreeSync Version 2026,180HZ,322.76,monitores,v1|168120965009|0,ebay_usa,Acer Nitro 27 inch QHD 2K 1440P 180Hz IPS AMD FreeSync (AMD Adaptive Sync),180HZ,321.58,unknown,100.0,1.0036693824242802,1.1800000000000068,0.36693824242801387,monitores
149567284,falabella_pe,MONITOR 180HZ 1MS 27 2K IPS FreeSync Version 2026,180HZ,322.76,monitores,v1|117317476039|0,ebay_usa,ASUS ROG Strix XG27ACS 27in LCD Gaming Monitor 2560x1440 180Hz 1ms HDMI DP,180HZ,175.0,unknown,100.0,1.844342857142857,147.76,84.4342857142857,monitores
149567282,falabella_pe,MONITOR GAMER G27Qi 27 IPS 180HZ 1Ms FreeSync Version 2026,180HZ,322.76,monitores,v1|206261773051|0,ebay_usa,ASUS ROG Strix XG27ACS 27in LCD Gaming Monitor 2560x1440 180Hz 1ms HDMI DP,180HZ,175.0,unknown,100.0,1.844342857142857,147.76,84.4342857142857,monitores
149567282,falabella_pe,MONITOR GAMER G27Qi 27 IPS 180HZ 1Ms FreeSync Version 2026,180HZ,322.76,monitores,v1|176454841516|0,ebay_usa,"Z-EDGE UG27 1080P FHD 180Hz 1ms Curved Gaming Monitor, FreeSync, HDMI 2.0, DP1.4",180HZ,139.99,unknown,100.0,2.30559325666119,182.76999999999998,130.55932566611898,monitores
149567282,falabella_pe,MONITOR GAMER G27Qi 27 IPS 180HZ 1Ms FreeSync Version 2026,180HZ,322.76,monitores,v1|168120965009|0,ebay_usa,Acer Nitro 27 inch QHD 2K 1440P 180Hz IPS AMD FreeSync (AMD Adaptive Sync),180HZ,321.58,unknown,100.0,1.0036693824242802,1.1800000000000068,0.36693824242801387,monitores
149567282,falabella_pe,MONITOR GAMER G27Qi 27 IPS 180HZ 1Ms FreeSync Version 2026,180HZ,322.76,monitores,v1|117317476039|0,ebay_usa,ASUS ROG Strix XG27ACS 27in LCD Gaming Monitor 2560x1440 180Hz 1ms HDMI DP,180HZ,175.0,unknown,100.0,1.844342857142857,147.76,84.4342857142857,monitores
153995371,falabella_pe,Monitor Gaming 32 32G600A QHD Curvo 180Hz 1ms VA,180HZ,382.43,monitores,v1|176454841516|0,ebay_usa,"Z-EDGE UG27 1080P FHD 180Hz 1ms Curved Gaming Monitor, FreeSync, HDMI 2.0, DP1.4",180HZ,139.99,unknown,100.0,2.7318379884277446,242.44,173.18379884277445,monitores
153995371,falabella_pe,Monitor Gaming 32 32G600A QHD Curvo 180Hz 1ms VA,180HZ,382.43,monitores,v1|168120965009|0,ebay_usa,Acer Nitro 27 inch QHD 2K 1440P 180Hz IPS AMD FreeSync (AMD Adaptive Sync),180HZ,321.58,unknown,100.0,1.1892219665402077,60.85000000000002,18.92219665402078,monitores
149570152,falabella_pe,"Procesador Core Ultra 9 285K 3.70/5.70GHz, 36 MB Smart Caché, LGA1851",CORE ULTRA 9 285K | LGA1851,876.07,CPU,v1|127966436357|0,ebay_usa,Intel Core Ultra 9 285K 24-Core LGA1851 3.7GHz Desktop CPU SRQD5 Open Box,CORE ULTRA 9 285K | LGA1851,449.99,unknown,100.0,1.9468654858996868,426.08000000000004,94.68654858996868,CPU
149570192,falabella_pe,"Procesador Ryzen 9 9950X3D 4.30 / 5.70 GHz, 128 MB L3 Cache, 16-Cores, 4nm, TDP: 170W",170W,1109.84,procesadores,v1|306586178250|0,ebay_usa,AMD Ryzen 9 9950X3D 16-Core 32-Thread 4.3GHz 128MB Cache 170W Desktop Processor,170W,839.99,unknown,100.0,1.321253824450291,269.8499999999999,32.125382445029096,procesadores
153940623,falabella_pe,"Motherboard PRO B650M-B, Chipset AMD B650, Socket AMD AM5, mATX",B650M | B650,103.38,MOTHERBOARD,B0DKHV68LY,amazon_usa,"ASUS Prime B650M-A AX II AMD B650 AM5 Ryzen™ Desktop 9000 8000 & 7000 Micro-ATX mATX Motherboard, DDR5, PCIe 5.0 M.2, 2.5Gb LAN, Wi-Fi 6, DisplayPort, HDMI®, BIOS Flashback™ (Renewed)",B650M | B650,105.0,MOTHERBOARD,100.0,0.9845714285714285,-1.6200000000000045,-1.5428571428571471,MOTHERBOARD
153964662,falabella_pe,Monitor UltraWide 34 Pulgadas IPS WFHD 100Hz 34U511A-B,100HZ,440.96,monitores,v1|127956430385|0,ebay_usa,Samsung S27D368GAN 27IN S36SD 16:9 CURVED TAA 100HZ 1920X1080 HAS HDMI/DP 1YR,100HZ,270.38,unknown,100.0,1.6308898587173608,170.57999999999998,63.08898587173607,monitores
153974071,falabella_pe,"Monitor Gaming G24i (OM4FE-EU) 23.8"" FHD 200Hz",200HZ,293.88,monitores,v1|135847731264|0,ebay_usa,Z-Edge UG27 27-inch Curved Gaming Monitor 16:9 1920x1080 200Hz 1ms,200HZ,175.0,unknown,100.0,1.6793142857142858,118.88,67.93142857142857,monitores
153974255,falabella_pe,"Monitor Gaming G24i 23.8"" FHD 200Hz OM4FE-EU - Negro",200HZ,294.08,monitores,v1|135847731264|0,ebay_usa,Z-Edge UG27 27-inch Curved Gaming Monitor 16:9 1920x1080 200Hz 1ms,200HZ,175.0,unknown,100.0,1.6804571428571429,119.07999999999998,68.04571428571428,monitores
153995367,falabella_pe,Monitor 27 27U411A-B IPS Full HD 120Hz Profesional,120HZ,176.0,monitores,v1|267688232658|567492687923,ebay_usa,"32 Inch 2K Monitor 120Hz, 1440P IPS Computer Monitor, Frameless QHD PC Monitor f",120HZ,222.63,unknown,100.0,0.790549341957508,-46.629999999999995,-20.945065804249204,monitores
153995371,falabella_pe,Monitor Gaming 32 32G600A QHD Curvo 180Hz 1ms VA,180HZ,382.43,monitores,v1|117317476039|0,ebay_usa,ASUS ROG Strix XG27ACS 27in LCD Gaming Monitor 2560x1440 180Hz 1ms HDMI DP,180HZ,175.0,unknown,100.0,2.1853142857142855,207.43,118.53142857142858,monitores
149570192,falabella_pe,"Procesador Ryzen 9 9950X3D 4.30 / 5.70 GHz, 128 MB L3 Cache, 16-Cores, 4nm, TDP: 170W",170W,1109.84,procesadores,v1|257627807126|0,ebay_usa,AMD Ryzen 9 9950X3D 16-Core 32-Thread 4.3GHz 128MB Cache 170W Desktop Processor,170W,550.0,unknown,100.0,2.0178909090909087,559.8399999999999,101.7890909090909,procesadores
149570152,falabella_pe,"Procesador Core Ultra 9 285K 3.70/5.70GHz, 36 MB Smart Caché, LGA1851",CORE ULTRA 9 285K | LGA1851,876.07,CPU,v1|147435454110|0,ebay_usa,Intel Core Ultra 9 285K LGA1851 36MB Cache Processor Very Good,CORE ULTRA 9 285K | LGA1851,434.99,unknown,100.0,2.0140003218464795,441.08000000000004,101.40003218464793,CPU
149570192,falabella_pe,"Procesador Ryzen 9 9950X3D 4.30 / 5.70 GHz, 128 MB L3 Cache, 16-Cores, 4nm, TDP: 170W",170W,1109.84,procesadores,v1|256883072124|0,ebay_usa,Tray Processor CPU AMD Ryzen 9 9950X3D AM5 16-Core 32 Threads 5.7GHz 170W,170W,1035.9,unknown,100.0,1.0713775460951827,73.93999999999983,7.137754609518277,procesadores
149570192,falabella_pe,"Procesador Ryzen 9 9950X3D 4.30 / 5.70 GHz, 128 MB L3 Cache, 16-Cores, 4nm, TDP: 170W",170W,1109.84,procesadores,v1|146644653114|0,ebay_usa,AMD RYZEN 9 16 CORE PROCESSOR 9950X3D 4.3GHZ / 5.7GHZ MAX 170W CPU 100-000000719,170W,695.0,unknown,100.0,1.596892086330935,414.8399999999999,59.689208633093514,procesadores
149570192,falabella_pe,"Procesador Ryzen 9 9950X3D 4.30 / 5.70 GHz, 128 MB L3 Cache, 16-Cores, 4nm, TDP: 170W",170W,1109.84,procesadores,3256809597511982,aliexpress,AMD Ryzen 9 9950X3D 170W 4.3GHz Gaming Processor 4NM L3=128M 16-Core 32-Thread R9 9950X3D DDR5 Socket AM5 but without  fan,170W,696.95,CPU,100.0,1.592424133725518,412.8899999999999,59.24241337255181,procesadores
149570152,falabella_pe,"Procesador Core Ultra 9 285K 3.70/5.70GHz, 36 MB Smart Caché, LGA1851",CORE ULTRA 9 285K | LGA1851,876.07,CPU,v1|277465438495|0,ebay_usa,Intel Core Ultra 9 285k Lga1851 CPU Processor With Built-in 24c/24t GPU_,CORE ULTRA 9 285K | LGA1851,843.65,unknown,100.0,1.0384282581639306,32.42000000000007,3.8428258163930624,CPU
149570152,falabella_pe,"Procesador Core Ultra 9 285K 3.70/5.70GHz, 36 MB Smart Caché, LGA1851",CORE ULTRA 9 285K | LGA1851,876.07,CPU,v1|277463939573|0,ebay_usa,Intel Core Ultra 9 285k Lga1851 24c/24t CPU Processor + GPU + Heatsink_,CORE ULTRA 9 285K | LGA1851,909.6,unknown,100.0,0.9631376429199648,-33.52999999999997,-3.686235708003515,CPU
149570152,falabella_pe,"Procesador Core Ultra 9 285K 3.70/5.70GHz, 36 MB Smart Caché, LGA1851",CORE ULTRA 9 285K | LGA1851,876.07,CPU,v1|188691521550|0,ebay_usa,Intel Core Ultra 9 285K 24-Core 3.7GHz LGA1851 Unlocked CPU SRGQ6,CORE ULTRA 9 285K | LGA1851,495.0,unknown,100.0,1.769838383838384,381.07000000000005,76.9838383838384,CPU
149567278,falabella_pe,MONITOR G27Qi QHD 2K 27 IPS 180HZ 1Ms FreeSync Version 2026,180HZ,322.76,monitores,v1|206261773051|0,ebay_usa,ASUS ROG Strix XG27ACS 27in LCD Gaming Monitor 2560x1440 180Hz 1ms HDMI DP,180HZ,175.0,unknown,100.0,1.844342857142857,147.76,84.4342857142857,monitores
149567278,falabella_pe,MONITOR G27Qi QHD 2K 27 IPS 180HZ 1Ms FreeSync Version 2026,180HZ,322.76,monitores,v1|168120965009|0,ebay_usa,Acer Nitro 27 inch QHD 2K 1440P 180Hz IPS AMD FreeSync (AMD Adaptive Sync),180HZ,321.58,unknown,100.0,1.0036693824242802,1.1800000000000068,0.36693824242801387,monitores
153940623,falabella_pe,"Motherboard PRO B650M-B, Chipset AMD B650, Socket AMD AM5, mATX",B650M | B650,103.38,MOTHERBOARD,B0BT6XB32J,amazon_usa,GIGABYTE B650M AORUS Elite AX (AM5/ LGA 1718/ AMD B650/ Micro-ATX/ 5-Year Warranty/ DDR5/ 2* M.2/ PCIe 5.0/ USB 3.2 Gen2X2 Type-C/Intel 2.5GbE LAN/Q-Flash Plus/EZ-Latch/Gaming Motherboard) (Renewed),B650M | B650,129.99,MOTHERBOARD,100.0,0.7952919455342717,-26.610000000000014,-20.47080544657282,MOTHERBOARD
149567278,falabella_pe,MONITOR G27Qi QHD 2K 27 IPS 180HZ 1Ms FreeSync Version 2026,180HZ,322.76,monitores,v1|117317476039|0,ebay_usa,ASUS ROG Strix XG27ACS 27in LCD Gaming Monitor 2560x1440 180Hz 1ms HDMI DP,180HZ,175.0,unknown,100.0,1.844342857142857,147.76,84.4342857142857,monitores
149531571,falabella_pe,"Monitor UltraGear G4 27G411A-B de 27 FHD IPS, 144 Hz, 1MS, G-SYNC",144 HZ,235.21,monitores,v1|137268585368|0,ebay_usa,LG UltraGear 27 Inch Gaming Monitor 16:9 Black Red NVIDIA G-Sync 144 hz 1ms,144 HZ,175.0,unknown,100.0,1.3440571428571428,60.21000000000001,34.40571428571429,monitores
149531571,falabella_pe,"Monitor UltraGear G4 27G411A-B de 27 FHD IPS, 144 Hz, 1MS, G-SYNC",144 HZ,235.21,monitores,v1|127915953184|0,ebay_usa,"AOC 27 inch, 144 HZ MONITOR FOR GAMING, 1 MS",144 HZ,170.55,unknown,100.0,1.3791263559073585,64.66,37.912635590735846,monitores
149531571,falabella_pe,"Monitor UltraGear G4 27G411A-B de 27 FHD IPS, 144 Hz, 1MS, G-SYNC",144 HZ,235.21,monitores,v1|127141637157|0,ebay_usa,Sceptre 27 in Prime Gaming Monitor Quad HD 144 hz,144 HZ,100.0,unknown,100.0,2.3521,135.21,135.21,monitores
149519149,falabella_pe,MONITOR GAMING 24 24G411A-B FHD IPS 144HZ 1MS HDMI DP,144HZ,234.65,monitores,v1|126545529375|0,ebay_usa,VIOTEK GNV27DB2 27” Curved 144hz Gaming Monitor,144HZ,99.99,unknown,100.0,2.346734673467347,134.66000000000003,134.6734673467347,monitores
149519149,falabella_pe,MONITOR GAMING 24 24G411A-B FHD IPS 144HZ 1MS HDMI DP,144HZ,234.65,monitores,v1|117321013443|0,ebay_usa,27 1920x1080 IPS 144Hz 0.5ms 1H1DP Adaptive Sync HDR10,144HZ,145.86,unknown,100.0,1.6087344028520498,88.78999999999999,60.873440285204985,monitores
149519149,falabella_pe,MONITOR GAMING 24 24G411A-B FHD IPS 144HZ 1MS HDMI DP,144HZ,234.65,monitores,v1|117233640464|0,ebay_usa,Q27B36X 27in IPS QHD 1ms 144Hz HDR10 Adaptive Sync DP HDMI Normal Stand VESA ...,144HZ,201.69,unknown,100.0,1.163419108532897,32.96000000000001,16.341910853289708,monitores
149519149,falabella_pe,MONITOR GAMING 24 24G411A-B FHD IPS 144HZ 1MS HDMI DP,144HZ,234.65,monitores,v1|117164085449|0,ebay_usa,MSI Optix G271 - 27” Gaming Monitor - IPS / 1080p / 144HZ / 1ms - PRE-OWNED,144HZ,99.99,unknown,100.0,2.346734673467347,134.66000000000003,134.6734673467347,monitores
149519149,falabella_pe,MONITOR GAMING 24 24G411A-B FHD IPS 144HZ 1MS HDMI DP,144HZ,234.65,monitores,v1|116921785656|0,ebay_usa,"LG UltraGear 27G411A-B AUS 27-Inch Full HD IPS Gaming Monitor, 144Hz Overclock,",144HZ,83.0,unknown,100.0,2.82710843373494,151.65,182.710843373494,monitores
153995373,falabella_pe,Monitor Gaming UltraGear OLED 27 27GX704A QHD 240Hz 0.03ms,240HZ,852.8,monitores,v1|167622137426|0,ebay_usa,"GIGABYTE 27 inch UHD 4K 240Hz with AMD FreeSync Premium Pro &, G-SYNC Compatible",240HZ,1099.18,unknown,100.0,0.7758510889936133,-246.3800000000001,-22.414891100638666,monitores
153995373,falabella_pe,Monitor Gaming UltraGear OLED 27 27GX704A QHD 240Hz 0.03ms,240HZ,852.8,monitores,v1|168372338896|0,ebay_usa,Acer Predator 27 inch UHD 4K 240Hz AMD FreeSync Premium Pro & G-Sync Compatible,240HZ,1018.22,unknown,100.0,0.8375400208206477,-165.42000000000007,-16.245997917935227,monitores
153995375,falabella_pe,Monitor UltraWide 29 29U531A-W WFHD 100Hz Blanco Slim,100HZ,294.58,monitores,v1|127956430385|0,ebay_usa,Samsung S27D368GAN 27IN S36SD 16:9 CURVED TAA 100HZ 1920X1080 HAS HDMI/DP 1YR,100HZ,270.38,unknown,100.0,1.0895036615134255,24.19999999999999,8.950366151342552,monitores
153995377,falabella_pe,Monitor Gaming UltraGear 24 24G411A-B FHD 180Hz 1ms IPS,180HZ,176.35,monitores,v1|117317476039|0,ebay_usa,ASUS ROG Strix XG27ACS 27in LCD Gaming Monitor 2560x1440 180Hz 1ms HDMI DP,180HZ,175.0,unknown,100.0,1.0077142857142858,1.3499999999999943,0.7714285714285682,monitores
153995377,falabella_pe,Monitor Gaming UltraGear 24 24G411A-B FHD 180Hz 1ms IPS,180HZ,176.35,monitores,v1|168120965009|0,ebay_usa,Acer Nitro 27 inch QHD 2K 1440P 180Hz IPS AMD FreeSync (AMD Adaptive Sync),180HZ,321.58,unknown,100.0,0.5483860936625412,-145.23,-45.16139063374588,monitores
149497879,falabella_pe,"FUENTE 850W KIRIN GOLD LITE, 80 PLUS GOLD (GPW850S)",850W | GPW850S,111.01,PSU,v1|227225142648|0,ebay_usa,CWT GPW850S-B 850W 80+ Gold Power Supply Used,850W | GPW850S,79.0,unknown,100.0,1.4051898734177215,32.010000000000005,40.51898734177215,PSU
153995377,falabella_pe,Monitor Gaming UltraGear 24 24G411A-B FHD 180Hz 1ms IPS,180HZ,176.35,monitores,v1|176454841516|0,ebay_usa,"Z-EDGE UG27 1080P FHD 180Hz 1ms Curved Gaming Monitor, FreeSync, HDMI 2.0, DP1.4",180HZ,139.99,unknown,100.0,1.2597328380598614,36.359999999999985,25.97328380598613,monitores
149531571,falabella_pe,"Monitor UltraGear G4 27G411A-B de 27 FHD IPS, 144 Hz, 1MS, G-SYNC",144 HZ,235.21,monitores,v1|137444554191|0,ebay_usa,Samsung Odyssey Gaming Monitor 27- Inch Black Curved 144 Hz,144 HZ,85.0,unknown,100.0,2.7671764705882356,150.21,176.71764705882353,monitores
149531571,falabella_pe,"Monitor UltraGear G4 27G411A-B de 27 FHD IPS, 144 Hz, 1MS, G-SYNC",144 HZ,235.21,monitores,v1|198442720405|0,ebay_usa,"Dell Monitor 27 Plus - S2725HSM - 27-inch (1920 x 1080) 144 Hz 1ms FHD display,",144 HZ,170.0,unknown,100.0,1.3835882352941178,65.21000000000001,38.358823529411765,monitores
149537315,falabella_pe,Monitor Gaming 27G411A 27” FHD IPS 144Hz - Ideal para Juegos Cone,144HZ,176.63,monitores,v1|116921785656|0,ebay_usa,"LG UltraGear 27G411A-B AUS 27-Inch Full HD IPS Gaming Monitor, 144Hz Overclock,",144HZ,83.0,unknown,100.0,2.1280722891566266,93.63,112.80722891566263,monitores
149546784,falabella_pe,Monitor G27I 27 FHD IPS 165hz 1ms HDR10 AMD FreeSync Premium,165HZ,255.21,monitores,v1|158021209435|0,ebay_usa,AOC CQ32G3SE 32” Curved Gaming Monitor – 165Hz QHD (1440p),165HZ,220.0,unknown,100.0,1.1600454545454546,35.21000000000001,16.004545454545458,monitores
149565566,falabella_pe,Monitor 4K A27Ui 27 IPS Ultra HD 60Hz,60HZ,323.29,monitores,v1|317683484620|0,ebay_usa,LCD asus 60hz dual monitor with lifting Versa Desk,60HZ,300.0,unknown,100.0,1.0776333333333334,23.29000000000002,7.76333333333334,monitores
149560940,falabella_pe,Monitor 524SW de 238 Blanco Panel IPS 100Hz 5ms 94C21AA,100HZ,196.48,monitores,v1|127956430385|0,ebay_usa,Samsung S27D368GAN 27IN S36SD 16:9 CURVED TAA 100HZ 1920X1080 HAS HDMI/DP 1YR,100HZ,270.38,unknown,100.0,0.7266809675271839,-73.9,-27.33190324728161,monitores
153995373,falabella_pe,Monitor Gaming UltraGear OLED 27 27GX704A QHD 240Hz 0.03ms,240HZ,852.8,monitores,v1|158103581409|0,ebay_usa,"🔥NEW🔥 SAMSUNG 27-Inch Odyssey QD-OLED G8 (G81SF), 4K, 240Hz, Gaming Monitor",240HZ,900.0,unknown,100.0,0.9475555555555555,-47.200000000000045,-5.24444444444445,monitores
149548100,falabella_pe,MONITOR 32MR50C-B 32P CURVO VA FHD 100HZ 5MS FREESYNC,100HZ,382.4,monitores,v1|127956430385|0,ebay_usa,Samsung S27D368GAN 27IN S36SD 16:9 CURVED TAA 100HZ 1920X1080 HAS HDMI/DP 1YR,100HZ,270.38,unknown,100.0,1.4143057918485094,112.01999999999998,41.43057918485095,monitores
149546784,falabella_pe,Monitor G27I 27 FHD IPS 165hz 1ms HDR10 AMD FreeSync Premium,165HZ,255.21,monitores,v1|224812108156|0,ebay_usa,MSI G27C5 27 1920x1080 165Hz 1ms FreeSync Curved Monitor (Certified Refurbished),165HZ,489.98,unknown,100.0,0.520857994203845,-234.77,-47.914200579615496,monitores
149546784,falabella_pe,Monitor G27I 27 FHD IPS 165hz 1ms HDR10 AMD FreeSync Premium,165HZ,255.21,monitores,v1|178292230401|0,ebay_usa,Sceptre 165Hz 27-inch Gaming Monitor (HDMI and DP)(1920x1080),165HZ,65.0,unknown,100.0,3.9263076923076925,190.21,292.63076923076926,monitores
149546778,falabella_pe,PC DE ESCRITORIO I3 SSD 16GB SSD 240GB MONITOR FHD 24,16GB SSD,572.69,computadoras,3256811840536484,aliexpress,2026 Mini PC Intel Core i9 10980HK i3 6100U Windows 11 Gaming Computer Desktop PC RAM 16GB SSD 1TB WiFi6 BT5.2 Portable Gamer PC,16GB SSD,188.91,CPU,100.0,3.0315494150653755,383.7800000000001,203.15494150653754,computadoras
149537315,falabella_pe,Monitor Gaming 27G411A 27” FHD IPS 144Hz - Ideal para Juegos Cone,144HZ,176.63,monitores,v1|117164085449|0,ebay_usa,MSI Optix G271 - 27” Gaming Monitor - IPS / 1080p / 144HZ / 1ms - PRE-OWNED,144HZ,99.99,unknown,100.0,1.7664766476647664,76.64,76.64766476647665,monitores
149546670,falabella_pe,PC DE ESCRITORIO I3 RAM 16GB SSD 500GB MONITOR FHD 24,16GB SSD,573.63,computadoras,3256811840536484,aliexpress,2026 Mini PC Intel Core i9 10980HK i3 6100U Windows 11 Gaming Computer Desktop PC RAM 16GB SSD 1TB WiFi6 BT5.2 Portable Gamer PC,16GB SSD,188.91,CPU,100.0,3.0365253295219947,384.72,203.65253295219946,computadoras
149546395,falabella_pe,PC DE ESCRITORIO I3 RAM 16GB SSD 1TB MONITOR FHD 24,16GB SSD,646.41,computadoras,3256811840536484,aliexpress,2026 Mini PC Intel Core i9 10980HK i3 6100U Windows 11 Gaming Computer Desktop PC RAM 16GB SSD 1TB WiFi6 BT5.2 Portable Gamer PC,16GB SSD,188.91,CPU,100.0,3.421788153088772,457.5,242.17881530887726,computadoras
149537653,falabella_pe,Monitor Curvo 32MR50C-B FHD de 32 100Hz 5ms AMD FreeSync,100HZ,199.88,monitores,v1|127956430385|0,ebay_usa,Samsung S27D368GAN 27IN S36SD 16:9 CURVED TAA 100HZ 1920X1080 HAS HDMI/DP 1YR,100HZ,270.38,unknown,100.0,0.7392558621199793,-70.5,-26.074413788002072,monitores
149537315,falabella_pe,Monitor Gaming 27G411A 27” FHD IPS 144Hz - Ideal para Juegos Cone,144HZ,176.63,monitores,v1|126545529375|0,ebay_usa,VIOTEK GNV27DB2 27” Curved 144hz Gaming Monitor,144HZ,99.99,unknown,100.0,1.7664766476647664,76.64,76.64766476647665,monitores
149537315,falabella_pe,Monitor Gaming 27G411A 27” FHD IPS 144Hz - Ideal para Juegos Cone,144HZ,176.63,monitores,v1|117321013443|0,ebay_usa,27 1920x1080 IPS 144Hz 0.5ms 1H1DP Adaptive Sync HDR10,144HZ,145.86,unknown,100.0,1.2109557109557108,30.769999999999982,21.09557109557108,monitores
149537315,falabella_pe,Monitor Gaming 27G411A 27” FHD IPS 144Hz - Ideal para Juegos Cone,144HZ,176.63,monitores,v1|117233640464|0,ebay_usa,Q27B36X 27in IPS QHD 1ms 144Hz HDR10 Adaptive Sync DP HDMI Normal Stand VESA ...,144HZ,201.69,unknown,100.0,0.8757499132331796,-25.060000000000002,-12.425008676682038,monitores
153940623,falabella_pe,"Motherboard PRO B650M-B, Chipset AMD B650, Socket AMD AM5, mATX",B650M | B650,103.38,MOTHERBOARD,B0C8RYXSQB,amazon_usa,"ASUS Prime B650M-A AX AMD B650(Ryzen 7000) Micro-ATX Motherboard(DDR5,PCIe 5.0 M.2,2.5Gb LAN,Wi-Fi 6, DP,USB 3.2 Gen 2 Ports,Front USB 3.2 Gen 1 Type-C®, BIOS Flashback™, CEC Tier II Ready) (Renewed)",B650M | B650,119.99,MOTHERBOARD,100.0,0.8615717976498042,-16.61,-13.842820235019584,MOTHERBOARD
153940623,falabella_pe,"Motherboard PRO B650M-B, Chipset AMD B650, Socket AMD AM5, mATX",B650M | B650,103.38,MOTHERBOARD,3256807958413167,aliexpress,PRO B650M MATX AMD B650 DDR5 6000+MHz M.2 SATA USB3.2 64G Double Channel DDR5 Ryzen 7000/8000/9000 Serie Socket AM5 Motherboard,B650M | B650,123.52,CPU,100.0,0.836949481865285,-20.14,-16.3050518134715,MOTHERBOARD
145474514,falabella_pe,Procesador Ryzen 5 7600X 4.7/5.3GHz AM5,RYZEN 5 7600X,410.87,procesadores,v1|115712758959|0,ebay_usa,"AMD Ryzen 5 7600X Processor (4.7 GHz, 6 Cores, Socket AM5)",RYZEN 5 7600X,139.99,unknown,100.0,2.934995356811201,270.88,193.49953568112005,procesadores
