sku_local,source_local,title_local,model_key_local,price_local,category_local,sku_import,source_import,title_import,model_key_import,price_import,category_import,match_score,price_ratio,gap_usd,gap_pct,category,price_import_real_opt,overhead_pct_opt,gap_pct_real_opt,conviene_local_opt,price_import_real_base,overhead_pct_base,gap_pct_real_base,conviene_local_base,price_import_real_cons,overhead_pct_cons,gap_pct_real_cons,conviene_local_cons,precio_venta_bruto,costo_operativo_usd,precio_venta_est,ganancia_unitaria_bruta,roi_unitario_pct,ganancia_esperada,roi_esperado_pct,demanda_cat,score_confianza,score_demanda,score_roi_ponderado,rank
144603240,falabella_pe,Procesador Core i7 14700 2.10-5.40Ghz 33MB Smart Cache LGA1700,LGA1700,559.07,CPU,3256809336260032,aliexpress,6* I225-V Gigabit Nic Qotom motherboard with 12th/13th Gen Alder Lake-S LGA1700 Core I3 I5 I7 Processor,LGA1700,140.0,CPU,100.0,3.993357142857143,419.0700000000001,299.3357142857143,cpu,186.72,33.4,199.4162382176521,0,197.76,41.3,182.70125404530748,0,221.33,58.1,152.59567162156057,0,419.3,12.58,406.72,208.96,105.66,188.62,95.38,1.3,1.0,1.3,0.9029,1
148258384,falabella_pe,DISCO DURO SOLIDO 1TB M.2 2230 NVMe PCIe 4.0 1TB SNV3SM3/1T0,1TB M.2,493.39,SSD,B01N10L1XS,amazon_usa,"KingSpec 1TB M.2 SATA 2280 SSD NOT for NVMe Slots, Upgrade for Laptop/Desktop, SATA III 6Gb/s, B+M Key, Up to 550MB/s",1TB M.2,125.97,SSD,100.0,3.916726204651901,367.42,291.6726204651901,ssd,169.21,34.3,191.58442172448437,0,179.75,42.7,174.48678720445062,0,201.7,60.1,144.61576598909272,0,370.04,11.1,358.94,179.19,99.69,161.24,89.7,1.4,1.0,1.4,0.8965,2
128512749,falabella_pe,Disco duro Western Digital WD Purple 1TB SATA 6.0 Gbs 5400 64MB 3.5,1TB SATA,491.63,discos_ssd,B0CG1S9XDD,amazon_usa,"ORICO 1TB SATA SSD 2.5 Inch Internal Solid State Drive, Read Speed up to 500MB/s, SATA III 6Gbps for Desktop Laptop NAS DIY External Drive - Y20",1TB SATA,125.99,SSD,100.0,3.902135090086515,365.64,290.21350900865144,discos_ssd,169.24,34.3,190.49279130229257,0,179.77,42.7,173.47722089336375,0,201.73,60.1,143.70693501214492,0,368.72,11.06,357.66,177.89,98.95,160.01,89.01,1.4,1.0,1.4,0.8924,3
154121378,falabella_pe,Procesador Ryzen 5 9600 3.80-5.20Ghz 32Mb 6C Am5 Con Gráficos Radeon,RYZEN 5 9600,579.63,procesadores,v1|127132029628|428244809810,ebay_usa,AMD RYZEN 5 9600X 8600G 8500G 8400F 7600X 7500F 7400F Socket AM5 Zen4 CPU,RYZEN 5 9600X,145.2,unknown,96.0,3.991942148760331,434.43,299.1942148760332,procesadores,193.21,33.1,200.0,0,204.44,40.8,183.5208374095089,0,228.6,57.4,153.5564304461942,0,434.72,13.04,421.68,217.24,106.26,196.16,95.95,1.3,0.96,1.248,0.8924,4
144347926,falabella_pe,"Procesador Ryzen 5 7600X, 6 Núcleos, 4.7-5.3Ghz, 32Mb L3, Arquitectura Am5, 105W",RYZEN 5 7600X | 105W,570.8,procesadores,v1|137388963988|0,ebay_usa,AMD Ryzen 5 7600x - 4.7 GHz - 6-core processor - Socket AM5 - 105W,RYZEN 5 7600X | 105W,144.99,unknown,100.0,3.93682322918822,425.81,293.682322918822,procesadores,192.95,33.1,195.82793469810832,0,204.17,40.8,179.57094578047705,0,228.31,57.5,150.01095002409005,0,428.1,12.84,415.26,211.09,103.39,190.33,93.22,1.3,1.0,1.3,0.8903,5
149918609,falabella_pe,Memoria Ram Hyperx Fury Impact 16Gb Ddr4 3200Mhz Sodimm Para Laptop - Alto Rendim,16GB DDR4 3200MHZ,382.4,memorias_ram,B07QQVPQVS,amazon_usa,Timetec 16GB DDR4 3200MHz (PC4-3200AA) PC4-25600 UDIMM Desktop RAM – 288-Pin 1.2V CL22 Non-ECC Unbuffered DIMM Memory Module Upgrade,16GB DDR4 3200MHZ,97.99,RAM,100.0,3.902439024390244,284.41,290.2439024390244,memorias_ram,134.29,37.0,184.75686946161292,0,143.82,46.8,165.8879154498679,0,162.55,65.9,135.25069209474006,0,286.8,8.6,278.2,134.38,93.44,120.47,83.76,1.5,1.0,1.5,0.8885,6
127971840,falabella_pe,Procesador Core i7 14700KF 3.4 GHz-5.4 GHz Cache 33MB LGA1700,LGA1700,548.9,CPU,3256809336260032,aliexpress,6* I225-V Gigabit Nic Qotom motherboard with 12th/13th Gen Alder Lake-S LGA1700 Core I3 I5 I7 Processor,LGA1700,140.0,CPU,100.0,3.920714285714285,408.9,292.07142857142856,cpu,186.72,33.4,193.9695801199657,0,197.76,41.3,177.5586569579288,0,221.33,58.1,148.00072290245333,0,411.67,12.35,399.32,201.56,101.92,181.59,91.82,1.3,1.0,1.3,0.8822,7
151157582,falabella_pe,Memoria Predator Vesta Ii Rgb 32 Gb Ddr5-6000 Alto Rendimiento,32 GB DDR5,1197.82,memorias_ram,v1|397915372106|0,ebay_usa,Crucial CT32G48C40s5.m16a1 32 GB DDR5-4800 SODIMM CL40,32 GB DDR5,300.0,unknown,100.0,3.992733333333333,897.8199999999999,299.2733333333333,memorias_ram,386.4,28.8,209.99482401656317,0,453.2,51.1,164.30273609885256,0,505.2,68.4,137.09817893903403,0,898.36,26.95,871.41,418.21,92.28,374.64,82.67,1.5,1.0,1.5,0.8821,8
10066647,coolbox_pe,"MacBook Pro 14"" Chip M5, CPU 10 núcleos, GPU 10 núcleos, 1TB SSD, 16GB RAM, macOS, space black","1TB SSD | 14""",2447.14,GPU,v1|277574166311|0,ebay_usa,"Acer Aspire 14"" i9-288V Core Ultra 9 32GB 1TB SSD ARC 140V AI PC Refurbished","1TB SSD | 14""",650.99,unknown,100.0,3.759105362601576,1796.15,275.9105362601576,gpu,824.44,26.6,196.82451118334868,0,903.87,38.8,170.74026132076514,0,996.31,53.0,145.62033905109854,0,1835.36,55.06,1780.3,876.43,96.96,787.41,87.12,1.4,1.0,1.4,0.8814,9
149918609,falabella_pe,Memoria Ram Hyperx Fury Impact 16Gb Ddr4 3200Mhz Sodimm Para Laptop - Alto Rendim,16GB DDR4 3200MHZ,382.4,memorias_ram,B08QR2YGKX,amazon_usa,Samsung 16GB DDR4 3200MHz SODIMM PC4-25600 CL22 2Rx8 1.2V 260-Pin SO-DIMM Laptop Notebook RAM Memory Module M471A2K43DB1-CWE,16GB DDR4 3200MHZ,99.0,RAM,100.0,3.862626262626262,283.4,286.2626262626262,memorias_ram,135.55,36.9,182.1099225378089,0,145.12,46.6,163.50606394707825,0,163.96,65.6,133.22761649182723,0,286.8,8.6,278.2,133.08,91.7,119.17,82.12,1.5,1.0,1.5,0.8789,10
